id;string1;string2;distance;similarity;substring
210-ABCT;CH(Gii:103989870) VRTX Rack Chassis;POWEREDGE VRTX CHASSIS RACK CO NFIGURATION RACK POWEREDGE VRT;50;18%;" VRTX "
210-ABCT;CH(Gii:103989870) VRTX Rack Chassis;PowerEdge VRTX obudowa do monta¿u w szafie serwerowej;47;11%;" VRTX "
210-ABCT;CH(Gii:103989870) VRTX Rack Chassis;PowerEdge VRTX obudowa do montau w szafie serwerowej;46;12%;" VRTX "
210-ABCT;CH(Gii:103989870) VRTX Rack Chassis;POWEREDGE VRTX RACK;25;29%;" VRTX R"
210-ABCT;CH(Gii:103989870) VRTX Rack Chassis;PowerEdge VRTX Rack;25;29%;" VRTX Rack"
210-ABCT;CH(Gii:103989870) VRTX Rack Chassis;PowerEdge Vrtx Rack;25;29%;" Rack"
210-ABCT;CH(Gii:103989870) VRTX Rack Chassis;PowerEdge VRTX Rack-Gehäuse;24;31%;" VRTX Rack"
210-ABCT;CH(Gii:103989870) VRTX Rack Chassis;POWEREDGE VRTX RACK CHASSIS;17;51%;" VRTX R"
210-ABCT;CH(Gii:103989870) VRTX Rack Chassis;PowerEdge VRTX Rack Chassis;17;51%;" VRTX Rack Chassis"
210-ABCT;CH(Gii:103989870) VRTX Rack Chassis;PowerEdge VRTX Rack Chassis [Dell PowerEdge VRTX];39;20%;" VRTX Rack Chassis"
210-ABCT;CH(Gii:103989870) VRTX Rack Chassis;PowerEdge VRTX Rack Chassis, PM#3652724;29;26%;" VRTX Rack Chassis"
210-ABCT;CH(Gii:103989870) VRTX Rack Chassis;PowerEdge VRTX Rack Gehäuse;23;34%;" VRTX Rack "
210-ABCT;CH(Gii:103989870) VRTX Rack Chassis;PS (Gii 103077371) VRTX Rack Chassis;9;75%;) VRTX Rack Chassis
210-ABCT;CH(Gii:103989870) VRTX Rack Chassis;SL (Gii 103233836) VRTX Rack Chassis;9;75%;) VRTX Rack Chassis
210-ABCT;CH(Gii:103989870) VRTX Rack Chassis;SL (Gii: 102981801) VRTX Rack Chasis;9;75%;) VRTX Rack Chas
210-ABCT;CH(Gii:103989870) VRTX Rack Chassis;SL (Gii: 102981850) VRTX Rack Chasis;8;78%;0) VRTX Rack Chas
210-ABCT;CH(Gii:103989870) VRTX Rack Chassis;Tarnybiniu stociu moduline talpykla;34;3%;i
210-ABCT;CH(Gii:103989870) VRTX Rack Chassis;VRTX(giiquote:100380273/12);32;9%;VRTX
210-ABCT;CH(Gii:103989870) VRTX Rack Chassis;ZR (Gii 103181821) VRTX Rack Chassis;8;78%;) VRTX Rack Chassis
210-ABUX;JH(Gii:103970129/3) FX2;(GIIQuote:99573434.6) BTO PowerEdge FX2  Ready Rails  DualPSU 2000W  3Yr PRO4HR;70;11%;" FX2"
210-ABUX;JH(Gii:103970129/3) FX2;(GIIQuote:100207760.6) FX2;16;38%;) FX2
210-ABUX;JH(Gii:103970129/3) FX2;(GIIQuote:100626133/7) FX2;14;46%;) FX2
210-ABUX;JH(Gii:103970129/3) FX2;:SNCF:DELL PowerEdge FX2 Chassis SD 2GB;35;10%;" FX2"
210-ABUX;JH(Gii:103970129/3) FX2;:UNIHA:DELL PowerEdge FX2 Chassis;28;15%;" FX2"
210-ABUX;JH(Gii:103970129/3) FX2;AS (Gii 103333783) FX2;11;52%;3) FX2
210-ABUX;JH(Gii:103970129/3) FX2;BTO/210-ABUX?17880671/2;21;9%;10
210-ABUX;JH(Gii:103970129/3) FX2;BTO/210-ABUX?17981851.6;21;9%;10
210-ABUX;JH(Gii:103970129/3) FX2;BTO/210-ABUX?17981851.6.B;23;8%;10
210-ABUX;JH(Gii:103970129/3) FX2;BTO/210-ABUX?18001110.2;21;9%;10
210-ABUX;JH(Gii:103970129/3) FX2;BTO/210-ABUX?18341821;20;13%;10
210-ABUX;JH(Gii:103970129/3) FX2;BTO/210-ABUX?18341821.B;22;4%;10
210-ABUX;JH(Gii:103970129/3) FX2;BTO/210-ABUX?18351845;20;13%;10
210-ABUX;JH(Gii:103970129/3) FX2;BTO/210-ABUX?18502024;21;9%;10
210-ABUX;JH(Gii:103970129/3) FX2;BTO/210-ABUX?18502024.B;22;4%;10
210-ABUX;JH(Gii:103970129/3) FX2;BTO/210-ABUX?23059970;21;9%;970
210-ABUX;JH(Gii:103970129/3) FX2;BTO/210-ABUX?23182264.3;22;4%;10
210-ABUX;JH(Gii:103970129/3) FX2;BTO/210-ABUX?23295859;21;9%;10
210-ABUX;JH(Gii:103970129/3) FX2;BTO/Dell 210-ABUX?18195516.3;25;11%;10
210-ABUX;JH(Gii:103970129/3) FX2;BTO/Dell 210-ABUX?18237499;24;8%;10
210-ABUX;JH(Gii:103970129/3) FX2;BTO/Dell PowerEdge FX2 Chassis;27;10%;" FX2"
210-ABUX;JH(Gii:103970129/3) FX2;BTO/Dell PowerEdge FX2 Chassis for up to;37;8%;" FX2"
210-ABUX;JH(Gii:103970129/3) FX2;BTO/PowerEdge FX2 Chassis;24;4%;" FX2"
210-ABUX;JH(Gii:103970129/3) FX2;CS/Dell PowerEdge FX2;19;17%;" FX2"
210-ABUX;JH(Gii:103970129/3) FX2;CS/PE FX2 Chassis 3Y PS;22;4%;" FX2"
210-ABUX;JH(Gii:103970129/3) FX2;CS/PowerEdge FX2;19;17%;" FX2"
210-ABUX;JH(Gii:103970129/3) FX2;DELL BTO PowerEdge FX2 [PowerEdge FX2;32;14%;" FX2"
210-ABUX;JH(Gii:103970129/3) FX2;DELL FX 2 + 3 NODES;23;0%;" FX"
210-ABUX;JH(Gii:103970129/3) FX2;DELL POWEREDGE FX2;19;17%;" FX2"
210-ABUX;JH(Gii:103970129/3) FX2;Dell PowerEdge FX2;19;17%;" FX2"
210-ABUX;JH(Gii:103970129/3) FX2;HC (Gii 103139470/3) FX2;10;58%;/3) FX2
210-ABUX;JH(Gii:103970129/3) FX2;HC(GII:100581062.11)FX2;11;52%;:10
210-ABUX;JH(Gii:103970129/3) FX2;LB(Gii:103399399.3) FX2;8;65%;(Gii:103
210-ABUX;JH(Gii:103970129/3) FX2;LM  (GIIQuote:101074959.15) FX2;17;45%;) FX2
210-ABUX;JH(Gii:103970129/3) FX2;POWEREDGE FX2;19;17%;" FX2"
210-ABUX;JH(Gii:103970129/3) FX2;PowerEdge FX2;19;17%;" FX2"
210-ABUX;JH(Gii:103970129/3) FX2;POWEREDGE FX2 CHASSIS FX2S 2*2 000W 1XCMC 2X1GBE PASS TROUGH;54;10%;" FX2"
210-ABUX;JH(Gii:103970129/3) FX2;POWEREDGE FX2 CHASSIS FX2S 2X2 000W 1XCMC 2GB SD 2*PASS TRI;53;10%;" FX2"
210-ABUX;JH(Gii:103970129/3) FX2;Poweredge Fx2 Configurato;25;0%;" F"
210-ABUX;JH(Gii:103970129/3) FX2;PP (Gii 102972244) FX2;10;57%;) FX2
210-ABUX;JH(Gii:103970129/3) FX2;PP (Gii 103241233) FX2;9;61%;3) FX2
210-ABUX;JH(Gii:103970129/3) FX2;PS (Gii: 102490442) FX2;12;48%;(Gii:
210-ABUX;JH(Gii:103970129/3) FX2;SL (Gii: 102759314/4) FX2;12;52%;(Gii:
210-ABUX;JH(Gii:103970129/3) FX2;SL (Gii: 102941100) FX2;11;52%;(Gii:
210-ABUX;JH(Gii:103970129/3) FX2;SL (Gii: 102941199) FX2;10;57%;(Gii:
210-ABUX;JH(Gii:103970129/3) FX2;ZR (Gii 103094518) PowerEdge FX2;19;41%;(Gii
210-ABUX;JH(Gii:103970129/3) FX2;ZR (Gii 103187182) FX2;11;52%;) FX2
210-ABUX;JH(Gii:103970129/3) FX2;ZR (Gii 103333348.1) FX2;12;50%;) FX2
210-ABUX;JH(Gii:103970129/3) FX2;ZR (Gii: 102562678) FX2 Chassis;20;35%;(Gii:
210-ABUX;JH(Gii:103970129/3) FX2;ZR (Gii: 102562732) FX2 Chassis;20;35%;(Gii:
210-ABUX;JH(Gii:103970129/3) FX2;ZR (Gii: 102824121) FX2;11;52%;(Gii:
210-ABCT;JR(Gii:103853481) VRTX Rack Chassis;(GIIQuote:99102910) VRTX Rack Chassis 18*600GB 3YRPRO4HR;34;39%;) VRTX Rack Chassis
210-ABCT;JR(Gii:103853481) VRTX Rack Chassis;(GIIQuote:99524385) VRTX 25*1.2TB 1.4TB 5YRPRO4HR;36;27%;") VRTX "
210-ABCT;JR(Gii:103853481) VRTX Rack Chassis;(GIIQuote:99524385) VRTX 25*1.2TB 5YRPRO4HR;30;30%;") VRTX "
210-ABCT;JR(Gii:103853481) VRTX Rack Chassis;(GIIQuote:99640691) VRTX 10Gb H710P 12*900GB 3YRPRO4HR;42;22%;"1) VRTX "
210-ABCT;JR(Gii:103853481) VRTX Rack Chassis;(GIIQuote:100217158) VRTX;27;23%;) VRTX
210-ABCT;JR(Gii:103853481) VRTX Rack Chassis;(GIIQuote:100328136) VRTX;26;26%;) VRTX
210-ABCT;JR(Gii:103853481) VRTX Rack Chassis;(GIIQuote:100360931) VRTX Chassis;18;49%;"1) VRTX "
210-ABCT;JR(Gii:103853481) VRTX Rack Chassis;(GIIQuote:100425878.10) VRTX;27;23%;) VRTX
210-ABCT;JR(Gii:103853481) VRTX Rack Chassis;(GIIQuote:100428456/5) VRTX;28;20%;) VRTX
210-ABCT;JR(Gii:103853481) VRTX Rack Chassis;:B&H-Poste:2000160962 dell pe vrtx chass;32;20%;hass
210-ABCT;JR(Gii:103853481) VRTX Rack Chassis;:B&H-Poste:2000161869 DELL PE VRTX CHASS;31;23%;" VRTX "
210-ABCT;JR(Gii:103853481) VRTX Rack Chassis;:CR21:DELL PWRDG VRTX I350 5Y;27;23%;" VRTX "
210-ABCT;JR(Gii:103853481) VRTX Rack Chassis;:CRHN:DELL POWEREDGE VRTX CHASSIS RACK;29;24%;" VRTX "
210-ABCT;JR(Gii:103853481) VRTX Rack Chassis;:DIRISI:DELL VRTX 25*1,2To BROADCOM 5719;34;15%;" VRTX "
210-ABCT;JR(Gii:103853481) VRTX Rack Chassis;:MINDEF:DELL PWRDG VRTX I350 5Y;28;20%;" VRTX "
210-ABCT;JR(Gii:103853481) VRTX Rack Chassis;:POSTE:DELL PE VRTX Chassis Rack 11x300G;31;23%;" Chassis"
210-ABCT;JR(Gii:103853481) VRTX Rack Chassis;:UNIHA:DELL PE VRTX ChÃ¢ssis Rack 6x600GB;32;22%;" VRTX "
210-ABCT;JR(Gii:103853481) VRTX Rack Chassis;:UNIHA:DELL PE VRTX ChÃ¢ssis Rack 10x1,2T;32;22%;" VRTX "
210-ABCT;JR(Gii:103853481) VRTX Rack Chassis;BTO/210-ABCT?17911342.9;32;9%;10
210-ABCT;JR(Gii:103853481) VRTX Rack Chassis;BTO/210-ABCT?17955501;32;9%;10
210-ABCT;JR(Gii:103853481) VRTX Rack Chassis;BTO/210-ABCT?17963434;32;9%;10
210-ABCT;JR(Gii:103853481) VRTX Rack Chassis;BTO/210-ABCT?18404389.2;32;9%;10
210-ABCT;JR(Gii:103853481) VRTX Rack Chassis;BTO/210-ABCT?18416509;32;9%;10
210-ABCT;JR(Gii:103853481) VRTX Rack Chassis;BTO/210-ABCT?18421834;32;9%;10
210-ABCT;JR(Gii:103853481) VRTX Rack Chassis;BTO/210-ABCT?18588135;32;9%;10
210-ABCT;JR(Gii:103853481) VRTX Rack Chassis;BTO/210-ABCT?22793384.3;32;9%;10
210-ABCT;JR(Gii:103853481) VRTX Rack Chassis;BTO/210-ABCT?22831976.2;32;9%;10
210-ABCT;JR(Gii:103853481) VRTX Rack Chassis;BTO/210-ABCT?22982117;32;9%;10
210-ABCT;JR(Gii:103853481) VRTX Rack Chassis;BTO/210-ABCT?23038285;32;9%;038
210-ABCT;JR(Gii:103853481) VRTX Rack Chassis;BTO/210-ABCT?23045949.2;32;9%;10
210-ABCT;JR(Gii:103853481) VRTX Rack Chassis;BTO/210-ABCT?23054288;32;9%;10
210-ABCT;JR(Gii:103853481) VRTX Rack Chassis;BTO/210-ABCT?23186489.2;32;9%;10
210-ABCT;JR(Gii:103853481) VRTX Rack Chassis;BTO/BUNDEL POWEREDGE VRTX RACK;28;20%;" VRTX R"
210-ABCT;JR(Gii:103853481) VRTX Rack Chassis;BTO/Dell 210-ABCT?18183625;34;3%;10
210-ABCT;JR(Gii:103853481) VRTX Rack Chassis;BTO/Dell 210-ABCT?18243222.2;34;3%;10
210-ABCT;JR(Gii:103853481) VRTX Rack Chassis;CS/Dell PowerEdge VRTX;30;14%;" VRTX"
210-ABCT;JR(Gii:103853481) VRTX Rack Chassis;CS/Dell PowerEdge VRTX chasis;23;34%;" VRTX "
210-ABCT;JR(Gii:103853481) VRTX Rack Chassis;CS/Dell PowerEdge VRTX chasis para rack;30;23%;" VRTX "
210-ABCT;JR(Gii:103853481) VRTX Rack Chassis;CS/Dell PowerEdge VRTX rack;25;29%;" VRTX "
210-ABCT;JR(Gii:103853481) VRTX Rack Chassis;CS/Dell PowerEdge VRTX Rack Chassis;17;51%;" VRTX Rack Chassis"
210-ABCT;JR(Gii:103853481) VRTX Rack Chassis;CS/PowerEdge VRTX chasis para rack;30;14%;" VRTX "
210-ABCT;JR(Gii:103853481) VRTX Rack Chassis;cs/PowerEdge VRTX chasis para rack;30;14%;" VRTX "
210-ABCT;JR(Gii:103853481) VRTX Rack Chassis;CS/PowerEdge VRTX Rack;25;29%;" VRTX Rack"
210-ABCT;JR(Gii:103853481) VRTX Rack Chassis;CS/PowerEdge VRTX Rack Chassis;17;51%;" VRTX Rack Chassis"
210-ABCT;JR(Gii:103853481) VRTX Rack Chassis;cs/Poweredge VRTX rack chassis;17;51%;" VRTX "
210-ABCT;JR(Gii:103853481) VRTX Rack Chassis;CS/PowerEdge VRTX Rack Chassis[Dell Powe;27;33%;" VRTX Rack Chassis"
210-ABCT;JR(Gii:103853481) VRTX Rack Chassis;CS/PowerEdge VRTX Rack for blades;26;26%;" VRTX Rack "
210-ABCT;JR(Gii:103853481) VRTX Rack Chassis;DELL POWEREDGE VRTX 10X1TB NLSAS 5Y BASI;33;18%;" VRTX "
210-ABCT;JR(Gii:103853481) VRTX Rack Chassis;DELL POWEREDGE VRTX CHASSIS RA CK;28;20%;" VRTX "
210-ABCT;JR(Gii:103853481) VRTX Rack Chassis;DELL POWEREDGE VRTX RACK;25;29%;" VRTX R"
210-ABCT;JR(Gii:103853481) VRTX Rack Chassis;DELL PowerEdge VRTX Rack;25;29%;" VRTX Rack"
210-ABCT;JR(Gii:103853481) VRTX Rack Chassis;DELL PowerEdge VRTX Rack Gehaeuse;23;34%;" VRTX Rack "
210-ABCT;JR(Gii:103853481) VRTX Rack Chassis;DELL POWEREDGE VRTX WITH 2XM630P 5Y PROP;36;10%;" VRTX "
210-ABCT;JR(Gii:103853481) VRTX Rack Chassis;HC (Gii: 102421482) VRTX;22;37%;) VRTX
210-ABCT;JR(Gii:103853481) VRTX Rack Chassis;HC (Gii: 102481160) VRTX Rack Chassis;11;70%;) VRTX Rack Chassis
210-ABCT;JR(Gii:103853481) VRTX Rack Chassis;HC GII 102855840 VRTX;22;37%;" VRTX"
210-ABCT;JR(Gii:103853481) VRTX Rack Chassis;HC(EQ:101390414/2)VRTX;26;26%;VRTX
210-ABCT;JR(Gii:103853481) VRTX Rack Chassis;HC(GII:101250146/2)VRTX;23;34%;VRTX
210-ABCT;JR(Gii:103853481) VRTX Rack Chassis;JS (Gii: 102174427.1) VRTX Rack + M630;17;55%;"1) VRTX Rack "
210-ABCT;JR(Gii:103853481) VRTX Rack Chassis;JS (Gii: 102174430.1) VRTX Rack + M630;17;55%;"1) VRTX Rack "
210-ABCT;JR(Gii:103853481) VRTX Rack Chassis;LM (GIIQuote:101475038.2) VRTX;28;20%;) VRTX
210-ABCT;JR(Gii:103853481) VRTX Rack Chassis;MS(Gii:100987176) VRTX;22;37%;(Gii:10
210-ABCT;JR(Gii:103853481) VRTX Rack Chassis;POWEREDGE VRTX CHASSIS RACK;27;23%;" VRTX "
210-ABCT;JR(Gii:103853481) VRTX Rack Chassis;POWEREDGE VRTX CHASSIS RACK CO NFIGURATION RACK POWEREDGE VRT;50;18%;" VRTX "
210-ABCT;JR(Gii:103853481) VRTX Rack Chassis;PowerEdge VRTX obudowa do monta¿u w szafie serwerowej;46;13%;" VRTX "
210-ABCT;JR(Gii:103853481) VRTX Rack Chassis;PowerEdge VRTX obudowa do montau w szafie serwerowej;45;13%;" VRTX "
210-ABCT;JR(Gii:103853481) VRTX Rack Chassis;POWEREDGE VRTX RACK;25;29%;" VRTX R"
210-ABCT;JR(Gii:103853481) VRTX Rack Chassis;PowerEdge VRTX Rack;25;29%;" VRTX Rack"
210-ABCT;JR(Gii:103853481) VRTX Rack Chassis;PowerEdge Vrtx Rack;25;29%;" Rack"
210-ABCT;JR(Gii:103853481) VRTX Rack Chassis;PowerEdge VRTX Rack-Gehäuse;24;31%;" VRTX Rack"
210-ABCT;JR(Gii:103853481) VRTX Rack Chassis;POWEREDGE VRTX RACK CHASSIS;17;51%;" VRTX R"
210-ABCT;JR(Gii:103853481) VRTX Rack Chassis;PowerEdge VRTX Rack Chassis;17;51%;" VRTX Rack Chassis"
210-ABCT;JR(Gii:103853481) VRTX Rack Chassis;PowerEdge VRTX Rack Chassis [Dell PowerEdge VRTX];39;20%;" VRTX Rack Chassis"
210-ABCT;JR(Gii:103853481) VRTX Rack Chassis;PowerEdge VRTX Rack Chassis, PM#3652724;29;26%;" VRTX Rack Chassis"
210-ABCT;JR(Gii:103853481) VRTX Rack Chassis;PowerEdge VRTX Rack Gehäuse;23;34%;" VRTX Rack "
210-ABCT;JR(Gii:103853481) VRTX Rack Chassis;PS (Gii 103077371) VRTX Rack Chassis;9;75%;1) VRTX Rack Chassis
210-ABCT;JR(Gii:103853481) VRTX Rack Chassis;SL (Gii 103233836) VRTX Rack Chassis;9;75%;) VRTX Rack Chassis
210-ABCT;JR(Gii:103853481) VRTX Rack Chassis;SL (Gii: 102981801) VRTX Rack Chasis;11;69%;1) VRTX Rack Chas
210-ABCT;JR(Gii:103853481) VRTX Rack Chassis;SL (Gii: 102981850) VRTX Rack Chasis;12;67%;) VRTX Rack Chas
210-ABCT;JR(Gii:103853481) VRTX Rack Chassis;Tarnybiniu stociu moduline talpykla;33;6%;i
210-ABCT;JR(Gii:103853481) VRTX Rack Chassis;VRTX(giiquote:100380273/12);31;11%;VRTX
210-ABCT;JR(Gii:103853481) VRTX Rack Chassis;ZR (Gii 103181821) VRTX Rack Chassis;8;78%;1) VRTX Rack Chassis
210-ANLQ;:B&S-Poste:4500201192 DELL SRV XC740xd;:CR76:DELL XC740xd ECX/1,8/128GB/17,6TB/;37;8%;" XC740xd"
210-ANLQ;:B&S-Poste:4500201192 DELL SRV XC740xd;:LAPOSTE:DELL XC740xd 18CX/2,7/384GB/;30;21%;" XC740xd"
210-ANLQ;:B&S-Poste:4500201192 DELL SRV XC740xd;BASE,HCI,XC740XDENT,ESXI;32;16%;XC740
210-ANLQ;:B&S-Poste:4500201192 DELL SRV XC740xd;Dell EMC XC740xdENT for ESXI;32;16%;" XC740xd"
210-ANLQ;:B&S-Poste:4500201192 DELL SRV XC740xd;DELL EMC XC740XDENT POUR ESXI;33;13%;" XC740"
2SE560HSKDM165GR;VxRail-500 2S E560 165GR HTK DIMM BLNK;EMC. VXRAIL-500 2S E560 165GR HTK DIMM BLNK;5;88%;-500 2S E560 165GR HTK DIMM BLNK
RISER740CNFG6DUAL;VXRAIL-500 RISER R740CNFG6 AND;VXRAIL-500 Drive Array;15;50%;"VXRAIL-500 "
RISER740CNFG6DUAL;VXRAIL-500 RISER R740CNFG6 AND;VXRAIL-500 RISER R740CNFG6 AND BOSS CTR;9;77%;VXRAIL-500 RISER R740CNFG6 AND
RISER740CNFG6DUAL;VXRAIL-500 RISER R740CNFG6 AND;VxRail-500 RISER R740CNFG6 AND BOSS CTR;9;77%;-500 RISER R740CNFG6 AND
2SP570HSDM125GR;VXRAIL-500 2SP570 125GR CHASSI;VXRAIL-500 2SP570 125GR CHASSIS FAN HSK;9;77%;VXRAIL-500 2SP570 125GR CHASSI
2SP570HSDM125GR;VXRAIL-500 2SP570 125GR CHASSI;VxRail-500 2SP570 125GR CHASSIS FAN HSK;9;77%;-500 2SP570 125GR CHASSI
2SP570HSDM125GR;VXRAIL-500 2SP570 125GR CHASSI;VXRAIL-500 2SP570 125GR CHASSIS,FAN,HSK;9;77%;VXRAIL-500 2SP570 125GR CHASSI
2SP570HSDM125GR;VXRAIL-500 2SP570 125GR CHASSI;VxRail-500 2SP570 125GR CHASSIS,FAN,HSK;9;77%;-500 2SP570 125GR CHASSI
2SP570HSDM125GR;VXRAIL-500 2SP570 125GR CHASSI;VXRAIL 500 Flash Drive Array;18;40%;VXRAIL
HBA330CTRL2SF;VXRAIL-500 PERCHBA330+RAIDCTR12;VXRAIL-500 PERCHBA330+RAIDCTR12GB 2SLP F;9;78%;VXRAIL-500 PERCHBA330+RAIDCTR12
HBA330CTRL2SF;VXRAIL-500 PERCHBA330+RAIDCTR12;VxRail-500 PercHBA330+RAIDCTR12Gb 2SLP F;9;78%;HBA330+RAIDCTR12
DSKLESSNVMECONFIGF;VXRAIL-500 DISKLESS NVME CONFIG;VXRAIL-500 DISKLESS NVME CONFIGURATION F;9;78%;VXRAIL-500 DISKLESS NVME CONFIG
DSKLESSNVMECONFIGF;VXRAIL-500 DISKLESS NVME CONFIG;VxRail-500 Diskless NVMe Configuration F;9;78%;-500 D
210-ABUX;ZR(Gii:103841415) FX2;(GIIQuote:99573434.6) BTO PowerEdge FX2  Ready Rails  DualPSU 2000W  3Yr PRO4HR;69;13%;" FX2"
210-ABUX;ZR(Gii:103841415) FX2;(GIIQuote:100207760.6) FX2;16;38%;) FX2
210-ABUX;ZR(Gii:103841415) FX2;(GIIQuote:100626133/7) FX2;15;42%;) FX2
210-ABUX;ZR(Gii:103841415) FX2;:SNCF:DELL PowerEdge FX2 Chassis SD 2GB;35;10%;" FX2"
210-ABUX;ZR(Gii:103841415) FX2;:UNIHA:DELL PowerEdge FX2 Chassis;28;15%;" FX2"
210-ABUX;ZR(Gii:103841415) FX2;AS (Gii 103333783) FX2;10;55%;) FX2
210-ABUX;ZR(Gii:103841415) FX2;BTO/210-ABUX?17880671/2;21;9%;10
210-ABUX;ZR(Gii:103841415) FX2;BTO/210-ABUX?17981851.6;22;4%;10
210-ABUX;ZR(Gii:103841415) FX2;BTO/210-ABUX?17981851.6.B;22;12%;10
210-ABUX;ZR(Gii:103841415) FX2;BTO/210-ABUX?18001110.2;21;9%;10
210-ABUX;ZR(Gii:103841415) FX2;BTO/210-ABUX?18341821;19;10%;10
210-ABUX;ZR(Gii:103841415) FX2;BTO/210-ABUX?18341821.B;21;9%;10
210-ABUX;ZR(Gii:103841415) FX2;BTO/210-ABUX?18351845;20;5%;10
210-ABUX;ZR(Gii:103841415) FX2;BTO/210-ABUX?18502024;19;10%;10
210-ABUX;ZR(Gii:103841415) FX2;BTO/210-ABUX?18502024.B;21;9%;10
210-ABUX;ZR(Gii:103841415) FX2;BTO/210-ABUX?23059970;21;0%;10
210-ABUX;ZR(Gii:103841415) FX2;BTO/210-ABUX?23182264.3;22;4%;10
210-ABUX;ZR(Gii:103841415) FX2;BTO/210-ABUX?23295859;21;0%;10
210-ABUX;ZR(Gii:103841415) FX2;BTO/Dell 210-ABUX?18195516.3;23;18%;10
210-ABUX;ZR(Gii:103841415) FX2;BTO/Dell 210-ABUX?18237499;23;12%;10
210-ABUX;ZR(Gii:103841415) FX2;BTO/Dell PowerEdge FX2 Chassis;26;13%;" FX2"
210-ABUX;ZR(Gii:103841415) FX2;BTO/Dell PowerEdge FX2 Chassis for up to;36;10%;" FX2"
210-ABUX;ZR(Gii:103841415) FX2;BTO/PowerEdge FX2 Chassis;24;4%;" FX2"
210-ABUX;ZR(Gii:103841415) FX2;CS/Dell PowerEdge FX2;17;19%;" FX2"
210-ABUX;ZR(Gii:103841415) FX2;CS/PE FX2 Chassis 3Y PS;22;4%;" FX2"
210-ABUX;ZR(Gii:103841415) FX2;CS/PowerEdge FX2;17;19%;" FX2"
210-ABUX;ZR(Gii:103841415) FX2;DELL BTO PowerEdge FX2 [PowerEdge FX2;31;16%;" FX2"
210-ABUX;ZR(Gii:103841415) FX2;DELL FX 2 + 3 NODES;21;0%;" FX"
210-ABUX;ZR(Gii:103841415) FX2;DELL POWEREDGE FX2;17;19%;" FX2"
210-ABUX;ZR(Gii:103841415) FX2;Dell PowerEdge FX2;17;19%;" FX2"
210-ABUX;ZR(Gii:103841415) FX2;HC (Gii 103139470/3) FX2;11;54%;) FX2
210-ABUX;ZR(Gii:103841415) FX2;HC(GII:100581062.11)FX2;11;52%;:10
210-ABUX;ZR(Gii:103841415) FX2;LB(Gii:103399399.3) FX2;10;57%;(Gii:103
210-ABUX;ZR(Gii:103841415) FX2;LM  (GIIQuote:101074959.15) FX2;16;48%;15) FX2
210-ABUX;ZR(Gii:103841415) FX2;POWEREDGE FX2;17;19%;" FX2"
210-ABUX;ZR(Gii:103841415) FX2;PowerEdge FX2;17;19%;" FX2"
210-ABUX;ZR(Gii:103841415) FX2;POWEREDGE FX2 CHASSIS FX2S 2*2 000W 1XCMC 2X1GBE PASS TROUGH;53;12%;" FX2"
210-ABUX;ZR(Gii:103841415) FX2;POWEREDGE FX2 CHASSIS FX2S 2X2 000W 1XCMC 2GB SD 2*PASS TRI;52;12%;" FX2"
210-ABUX;ZR(Gii:103841415) FX2;Poweredge Fx2 Configurato;23;8%;" F"
210-ABUX;ZR(Gii:103841415) FX2;PP (Gii 102972244) FX2;11;50%;) FX2
210-ABUX;ZR(Gii:103841415) FX2;PP (Gii 103241233) FX2;8;64%;) FX2
210-ABUX;ZR(Gii:103841415) FX2;PS (Gii: 102490442) FX2;10;57%;(Gii:
210-ABUX;ZR(Gii:103841415) FX2;SL (Gii: 102759314/4) FX2;11;56%;(Gii:
210-ABUX;ZR(Gii:103841415) FX2;SL (Gii: 102941100) FX2;9;61%;(Gii:
210-ABUX;ZR(Gii:103841415) FX2;SL (Gii: 102941199) FX2;9;61%;(Gii:
210-ABUX;ZR(Gii:103841415) FX2;ZR (Gii 103094518) PowerEdge FX2;17;47%;(Gii
210-ABUX;ZR(Gii:103841415) FX2;ZR (Gii 103187182) FX2;7;68%;) FX2
210-ABUX;ZR(Gii:103841415) FX2;ZR (Gii 103333348.1) FX2;9;63%;) FX2
210-ABUX;ZR(Gii:103841415) FX2;ZR (Gii: 102562678) FX2 Chassis;17;45%;(Gii:
210-ABUX;ZR(Gii:103841415) FX2;ZR (Gii: 102562732) FX2 Chassis;17;45%;(Gii:
210-ABUX;ZR(Gii:103841415) FX2;ZR (Gii: 102824121) FX2;6;74%;(Gii:
Q9J70A;HPE OMNISTACK 8-14C 2P MEDIUM SW/PROMO;HPE OmniStack 8-14c 2P Medium SW/Promo;0;100%;HPE O
210-ANLQ;:B&S-Poste:4500201225 DELL SRV XC740xdEN;:CR76:DELL XC740xd ECX/1,8/128GB/17,6TB/;38;5%;" XC740xd"
210-ANLQ;:B&S-Poste:4500201225 DELL SRV XC740xdEN;:LAPOSTE:DELL XC740xd 18CX/2,7/384GB/;32;20%;" XC740xd"
210-ANLQ;:B&S-Poste:4500201225 DELL SRV XC740xdEN;BASE,HCI,XC740XDENT,ESXI;34;15%;XC740
210-ANLQ;:B&S-Poste:4500201225 DELL SRV XC740xdEN;Dell EMC XC740xdENT for ESXI;34;15%;" XC740xdEN"
210-ANLQ;:B&S-Poste:4500201225 DELL SRV XC740xdEN;DELL EMC XC740XDENT POUR ESXI;35;13%;" XC740"
CAPHDD40TB72K35U;HCIA HDD SAS 4TB 7.2K RPM 3.5 INCH UPG;"2TB 3.5"" SAS 7200RPM HD Int";24;37%;" SAS "
